neg_words,math,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,thisRow.t,notes,Intro.started,Introduction.started,key_resp.started,Intro.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Words.started,key_resp_2.started,text.started,Words.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,text.stopped,DisTask.started,task.started,textbox.started,InstText.started,mouse.started,DisTask.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Recall.started,RecallTask.started,key_resp_3.started,Recall.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Testing.started,TestAns.started,Instr.started,mouse_2.started,Testing.stopped,TestAns.text,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,40 - 44 =,,,,,,,,,0,8,8,11,,,,,84.0717372999934,,,,,,,,,,,,,,,,,84.04724749998422,84.0717372999934,84.0717372999934,84.0717372999934,0.00807320000603795,86.37765129999025,-4,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[2.3212686000042595],['InstText'],,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,44 - 5 =,,,,,,,,,0,9,9,2,,,,,86.40368160000071,,,,,,,,,,,,,,,,,86.37894159997813,86.40368160000071,86.40368160000071,86.40368160000071,0.00661680000484921,89.12514299998293,-39,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[2.738711499987403],['InstText'],,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,17 + 14 =,,,,,,,,,0,10,10,3,,,,,89.1538515999855,,,,,,,,,,,,,,,,,89.1266917999892,89.1538515999855,89.1538515999855,89.1538515999855,0.009998800000175834,89.85665659999358,,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[0.7192886999982875],['InstText'],,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,47 + 50 =,,,,,,,,,0,11,11,14,,,,,89.87675229998422,,,,,,,,,,,,,,,,,89.85751529998379,89.87675229998422,89.87675229998422,89.87675229998422,0.0052952000114601105,91.77150629999232,,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[1.9083007000153884],['InstText'],,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,41 + 23 =,,,,,,,,,0,12,12,9,,,,,91.79259339999408,,,,,,,,,,,,,,,,,91.77238690000377,91.79259339999408,91.79259339999408,91.79259339999408,0.006091799994464964,95.60202679998474,64,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[3.8226687000133097],['InstText'],,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,16 + 12 =,,,,,,,,,0,13,13,12,,,,,95.62712389999069,,,,,,,,,,,,,,,,,95.60327089999919,95.62712389999069,95.62712389999069,95.62712389999069,0.006846900010714307,99.58192519997829,28,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[3.9705103000160307],['InstText'],,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,25 + 28 =,,,,,,,,,0,14,14,5,,,,,99.60666560000391,,,,,,,,,,,,,,,,,99.58354849999887,99.60666560000391,99.60666560000391,99.60666560000391,0.006750300002750009,100.13024339999538,,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[0.5393645000003744],['InstText'],,,,,,,,,,,,,,,,,,,,,05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.13145479999366,100.14611010000226,100.14611010000226,102.56226529998821,space,2.3992415000102483,None,,,,,,,,,,,,,,05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,0,0,0,0,102.58214889999363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.56404299999122,102.58214889999363,102.58214889999363,0.00291129999095574,104.8765027000045,insult,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[2.310177000006661],['Instr'],05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,1,0,1,0,104.89615849999245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.88020580000011,104.89615849999245,104.89615849999245,0.001592099986737594,107.04163589997916,lost,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[2.1591638999816496],['Instr'],05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,2,0,2,0,107.05987679999089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.04363609998836,107.05987679999089,107.05987679999089,0.0014697000151500106,109.23952179998741,burial,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[2.193554400000721],['Instr'],05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,3,0,3,0,109.25728019999224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.24159180000424,109.25728019999224,109.25728019999224,0.0015996000147424638,111.00477889998001,corpse,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[1.7607991000113543],['Instr'],05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,4,0,4,0,111.02280579999206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.00691850000294,111.02280579999206,111.02280579999206,0.001655199972447008,112.47007189999567,rape,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[1.4609437999897636],['Instr'],05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,5,0,5,0,112.48854269998264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.47221609999542,112.48854269998264,112.48854269998264,0.0015051999944262207,114.00185979998787,evil,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[1.527389900002163],['Instr'],05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,6,0,6,0,114.02157189999707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.00380360000418,114.02157189999707,114.02157189999707,0.0014784999948460609,116.01642929998343,angry,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[2.0103515000082552],['Instr'],05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,7,0,7,0,116.03469539998332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.01838130000397,116.03469539998332,116.03469539998332,0.0017130999767687172,117.44863329999498,fear,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[1.4276342999946792],['Instr'],05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,8,0,8,0,117.4671027000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.45077779999701,117.4671027000004,117.4671027000004,0.0019369999936316162,123.0434566999902,demon,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[5.589849599986337],['Instr'],05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,9,0,9,0,123.06114419997903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.045629500004,123.06114419997903,123.06114419997903,0.0018334999913349748,124.57529639999848,evil,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[1.5271696000127122],['Instr'],05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,10,0,10,0,124.59348909999244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.57769389997702,124.59348909999244,124.59348909999244,0.0015405999729409814,134.5806850999943,,[],[],[],[],[],[],[],05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,11,0,11,0,134.59705310000572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.5825600999815,134.59705310000572,134.59705310000572,0.0063408999994862825,141.55965250000008,crime,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[6.974503200006438],['Instr'],05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,12,0,12,0,141.5783117999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.5617149999889,141.5783117999963,141.5783117999963,0.0014927999873179942,144.522954199987,theif,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[2.959086599992588],['Instr'],05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,13,0,13,0,144.54046180000296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.52507069997955,144.54046180000296,144.54046180000296,0.0015338000084739178,147.420812700002,knife,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[2.8934279000095557],['Instr'],05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,14,0,14,0,147.43956189998426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.42275410000002,147.43956189998426,147.43956189998426,0.0015322999970521778,151.56674089998705,lie,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[4.141502100013895],['Instr'],05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,15,0,15,0,151.58580979998806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.56870020000497,151.58580979998806,151.58580979998806,0.0016844000201672316,154.86337710000225,betrayal,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[3.292190499982098],['Instr'],05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,16,0,16,0,154.88030590000562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.8654222000041,154.88030590000562,154.88030590000562,0.0015906000044196844,157.31100339998375,guilt,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[2.443124599987641],['Instr'],05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,17,0,17,0,157.3285810999805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.3129718999844,157.3285810999805,157.3285810999805,0.001707300019916147,159.42559869997785,grief,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[2.110108399996534],['Instr'],05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,18,0,18,0,159.44441579998238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.42762629999197,159.44441579998238,159.44441579998238,0.0015202999929897487,169.43173909999314,c,[],[],[],[],[],[],[],05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,19,0,19,0,169.45074689999456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.43368990000454,169.45074689999456,169.45074689999456,0.0075428000127431005,172.84719369999948,crisis,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[3.410903700016206],['Instr'],05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,20,0,20,0,172.86482369998703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.8492161000031,172.86482369998703,172.86482369998703,0.001451499992981553,174.6452566999942,debt,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[1.7937329999986105],['Instr'],05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,21,0,21,0,174.6634616999945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.64737339998828,174.6634616999945,174.6634616999945,0.0014393999881576747,182.97097289998783,rage,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[8.321130199998152],['Instr'],05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,22,0,22,0,182.9911794999789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.97450609999942,182.9911794999789,182.9911794999789,0.0020029000006616116,192.97597400000086,,[],[],[],[],[],[],[],05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,23,0,23,0,192.99195209998288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.97730119997868,192.99195209998288,192.99195209998288,0.004218499991111457,196.1751207000052,ugly,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[3.1957146000058856],['Instr'],05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
,,,,,,,,,,,,,,24,0,24,0,196.19324769999366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.17722409998532,196.19324769999366,196.19324769999366,0.0017274999991059303,202.55241529998602,,[0.07037037037037037],[-0.2972222222222222],[1],[0],[0],[6.372878199996194],['Instr'],05,001,2024-12-04_11h19.19.662,EmotionalValenceMemoryRecall,2024.1.5,None,2024-12-04 11h19.30.471293 +0530,
